date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:06:42	20041/20041	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633ed163-4e49%22	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo/assets/vendor/js/helpers.js	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo/assets/vendor/js/helpers.js	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:42	5206/5206	---MCZ	200	added ('OK')	text/css	etag:W/%22633ed164-1456%22	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo/assets/vendor/libs/perfect-scrollbar/perfect-scrollbar.css?id=d9fa6469688548dca3b7e6bd32cb0dc6	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo/assets/vendor/libs/perfect-/perfect-scrollbar.8b440	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:42	38741/38741	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633ed163-9755%22	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo/assets/vendor/js/template-customizer.js	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo/assets/vendor/js/template-customizer.js	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:42	1745/1745	---MCZ	200	added ('OK')	text/css	etag:W/%22633ed164-6d1%22	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo/assets/vendor/libs/typeahead-js/typeahead.css?id=8fc311b79b2aeabf94b343b6337656cf	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo/assets/vendor/libs/typeahead/typeahead.93881.delaye	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:43	832/832	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633ed168-340%22	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo/assets/js/config.js	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo/assets/js/config.js	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:43	20900/20900	---MCZ	200	added ('OK')	text/css	etag:W/%22633ed164-51a4%22	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo/assets/vendor/libs/apex-charts/apex-charts.css	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo/assets/vendor/libs/apex-charts/apex-charts.a.delaye	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:44	128131/128131	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:46%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/dashboard/crm	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/dashboard/crm.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:44	114793/114793	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:46%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/dashboard/ecommerce	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/dashboard/ecommerce.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:45	84159/84159	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:47%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/layouts/collapsed-menu	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/layouts/collapsed-menu.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:45	83995/83995	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:48%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/layouts/content-navbar	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/layouts/content-navbar.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:46	84384/84384	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:48%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/layouts/content-nav-sidebar	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/layouts/content-nav-sidebar.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:46	133223/133223	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:49%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/layouts/horizontal	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/layouts/horizontal.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:47	35163/35163	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:49%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/layouts/without-menu	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/layouts/without-menu.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:47	60084/60084	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:50%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/layouts/without-navbar	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/layouts/without-navbar.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:48	83982/83982	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:50%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/layouts/fluid	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/layouts/fluid.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:48	84003/84003	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:51%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/layouts/container	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/layouts/container.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:49	9009/9009	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:51%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/layouts/blank	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/layouts/blank.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:49	94944/94944	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:52%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/laravel/user-management	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/laravel/user-management.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:50	93133/93133	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:52%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/calendar	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/calendar.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:50	85863/85863	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:53%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/invoice/list	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/invoice/list.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:51	98718/98718	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:53%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/invoice/preview	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/invoice/preview.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:51	105718/105718	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:54%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/invoice/edit	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/invoice/edit.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:52	102979/102979	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:54%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/invoice/add	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/invoice/add.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:52	94736/94736	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:55%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/user/list	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/user/list.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:53	107847/107847	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:55%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/user/view/account	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/user/view/account.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:54	106472/106472	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:56%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/user/view/security	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/user/view/security.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:54	120285/120285	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:57%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/user/view/billing	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/user/view/billing.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:55	103325/103325	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:57%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/user/view/notifications	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/user/view/notifications.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:55	108763/108763	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:58%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/user/view/connections	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/user/view/connections.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:56	112988/112988	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:58%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/access-roles	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/access-roles.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:56	90102/90102	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:59%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/access-permission	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/app/access-permission.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:57	107048/107048	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:06:59%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/profile-user	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/profile-user.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:57	117204/117204	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:07:00%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/profile-teams	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/profile-teams.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:58	113498/113498	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:07:00%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/profile-projects	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/profile-projects.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:58	99712/99712	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:07:01%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/profile-connections	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/profile-connections.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:59	95638/95638	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:07:01%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/account-settings-account	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/account-settings-account.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:06:59	100085/100085	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:07:02%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/account-settings-security	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/account-settings-security.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:07:00	113287/113287	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:07:02%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/account-settings-billing	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/account-settings-billing.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:07:00	89703/89703	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:07:03%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/account-settings-notifications	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/account-settings-notifications.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:07:01	95354/95354	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:07:03%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/account-settings-connections	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/account-settings-connections.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:07:02	104168/104168	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:07:04%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/faq	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/faq.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:07:02	97245/97245	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:07:04%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/help-center-landing	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/help-center-landing.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:07:03	88254/88254	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:07:05%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/help-center-categories	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/help-center-categories.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
17:07:03	88152/88152	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2010:07:06%20GMT	https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/help-center-article	C:/Users/HP/Desktop/sneat/https___demos.themeselection.com_sneat-bootstrap-html-laravel-admin-template_demo-1_/demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/pages/help-center-article.html	(from https://demos.themeselection.com/sneat-bootstrap-html-laravel-admin-template/demo-1/)
